tienda,pais,moneda,categoria,producto,clave_canonica,precio_raw,precio_usd,precio_eur,precio_brl,precio_mxn,precio_gbp,url_producto,fecha_extraccion,fecha_staging
MTEC,Ecuador,USD,MONITOR,Thunderobot ZQ25F180 Monitor 24.5″ 180Hz QHD IPS,thunderobot zq25f180,$242.00 El precio original era: $242.00. $220.00 El precio actual es: $220.00.,220.0,192.88,1136.06,3844.59,166.29,https://mtec-ec.com/producto/thunderobot-zq25f180-monitor-24-5-180hz-qhd-ips/,2026-06-30,2026-08-05
MTEC,Ecuador,USD,MONITOR,Asus TUF VG279QM5A 27″ Monitor Gamer FHD 240Hz IPS,asus vg279qm5a,$319.00 El precio original era: $319.00. $290.00 El precio actual es: $290.00.,290.0,254.25,1497.53,5067.87,219.2,https://mtec-ec.com/producto/asus-tuf-vg279qm5a-27-monitor-gamer-fhd-240hz-ips/,2026-06-30,2026-08-05
MTEC,Ecuador,USD,MONITOR,Armaggeddon Pixxel+ XF27HD Monitor 27″ IPS 120Hz,armaggeddon xf27hd,$231.00 El precio original era: $231.00. $210.00 El precio actual es: $210.00.,210.0,184.11,1084.42,3669.83,158.73,https://mtec-ec.com/producto/armaggeddon-pixxel-xf27hd-monitor-27-ips-120hz/,2026-06-30,2026-08-05
MTEC,Ecuador,USD,MONITOR,Asus TUF VG249Q5R 23.8″ Monitor Gamer FHD 200Hz IPS,asus vg249q5r,$264.00 El precio original era: $264.00. $240.00 El precio actual es: $240.00.,240.0,210.42,1239.34,4194.1,181.41,https://mtec-ec.com/producto/asus-tuf-vg249q5r-23-8-monitor-gamer-fhd-200hz-ips/,2026-06-30,2026-08-05
MTEC,Ecuador,USD,MONITOR,Msi Pro MP243L E14 Monitor 24″ 144Hz IPS 1ms,msi mp243l,$247.50 El precio original era: $247.50. $225.00 El precio actual es: $225.00.,225.0,197.26,1161.88,3931.96,170.07,https://mtec-ec.com/producto/msi-pro-mp243l-e14-monitor-24-144hz-ips-1ms/,2026-06-30,2026-08-05
MTEC,Ecuador,USD,MONITOR,Teros TE-2786G 27″ Monitor Gamer 200Hz 1ms IPS,teros te-2786g,$258.50 El precio original era: $258.50. $235.00 El precio actual es: $235.00.,235.0,206.03,1213.52,4106.72,177.63,https://mtec-ec.com/producto/teros-te-2786g-27-monitor-gamer-200hz-1ms-ips/,2026-06-30,2026-08-05
MTEC,Ecuador,USD,MONITOR,Klip Xtreme KMM-510 Soporte Articulado Dos Monitores con regleta,sin_clasificar,$55.00 El precio original era: $55.00. $50.00 El precio actual es: $50.00.,50.0,43.84,258.2,873.77,37.79,https://mtec-ec.com/producto/klip-xtreme-kmm-510-soporte-articulado-dos-monitores/,2026-06-30,2026-08-05
MTEC,Ecuador,USD,MONITOR,Asrock PG27Q15R2A 27″ Monitor Curvo VA QHD 1440P 165Hz,asrock pg27q15r2a,$469.99 El precio original era: $469.99. $428.99 El precio actual es: $428.99.,428.99,376.11,2215.26,7496.77,324.26,https://mtec-ec.com/producto/asrock-pg27q15r2a-27-monitor-curvo-va-qhd-1440p-165hz/,2026-06-30,2026-08-05
MTEC,Ecuador,USD,MONITOR,Cooler Master GA241 23.8″ Monitor FHD 100Hz 1ms,coolermaster ga241,$181.50 El precio original era: $181.50. $165.00 El precio actual es: $165.00.,165.0,144.66,852.04,2883.44,124.72,https://mtec-ec.com/producto/cooler-master-ga241-23-8-monitor-fhd-100hz-1ms/,2026-06-30,2026-08-05
MTEC,Ecuador,USD,MONITOR,Lg Ergo 32UK580-B Monitor 31.5 Pulgadas 4K UHD,lg 32uk580-b,$681.99 El precio original era: $681.99. $619.99 El precio actual es: $619.99.,619.99,543.56,3201.57,10834.57,468.63,https://mtec-ec.com/producto/lg-ergo-32uk580-b-monitor-31-5-pulgadas-4k-uhd/,2026-06-30,2026-08-05
MTEC,Ecuador,USD,MONITOR,MSI MPG 491CQP 49″ QD-OLED 144Hz 0.3ms,msi 491cqp,"$1,765.50 El precio original era: $1,765.50. $1,605.00 El precio actual es: $1,605.00.",1605.0,1407.15,8288.06,28048.02,1213.17,https://mtec-ec.com/producto/msi-mpg-491cqp-49-qd-oled-144hz-0-3ms/,2026-06-30,2026-08-05
MTEC,Ecuador,USD,MONITOR,Oraimo OSW-831N Rose Gold AMOLED 1.32¨,sin_clasificar,$88.00 El precio original era: $88.00. $80.00 El precio actual es: $80.00.,80.0,70.14,413.11,1398.03,60.47,https://mtec-ec.com/producto/oraimo-osw-831n-rose-gold-amoled-1-32%c2%a8/,2026-06-30,2026-08-05
MTEC,Ecuador,USD,MONITOR,ASUS ROG STRIX XG27AQDMES 27″ 240Hz OLED QHD,asus xg27aqdmes,$814.00 El precio original era: $814.00. $740.00 El precio actual es: $740.00.,740.0,648.78,3821.29,12931.8,559.34,https://mtec-ec.com/producto/asus-rog-strix-xg27aqdmes-27-240hz-oled-qhd/,2026-06-30,2026-08-05
MTEC,Ecuador,USD,PERIFERICO,Gamdias Hermes E8 USB Red Switch Teclado Mecánico,sin_clasificar,$33.00 El precio original era: $33.00. $30.00 El precio actual es: $30.00.,30.0,26.3,154.92,524.26,22.68,https://mtec-ec.com/producto/gamdias-hermes-e8-usb-red-switch-teclado-mecanico/,2026-06-30,2026-08-05
MTEC,Ecuador,USD,PERIFERICO,Gamdias Hermes E7 USB Red Switch Teclado Mecánico,sin_clasificar,$44.00 El precio original era: $44.00. $40.00 El precio actual es: $40.00.,40.0,35.07,206.56,699.02,30.23,https://mtec-ec.com/producto/gamdias-hermes-e7-usb-red-switch-teclado-mecanico/,2026-06-30,2026-08-05
MTEC,Ecuador,USD,PERIFERICO,Redragon Horus K618 RGB White Teclado Mecánico,redragon teclado k618,$82.50 El precio original era: $82.50. $75.00 El precio actual es: $75.00.,75.0,65.75,387.29,1310.66,56.69,https://mtec-ec.com/producto/redragon-horus-k618-rgb-white-teclado-mecanico/,2026-06-30,2026-08-05
MTEC,Ecuador,USD,PERIFERICO,Redragon Otiim Magnetic K729 Teclado Gamer UltraMag,redragon teclado k729,$82.50 El precio original era: $82.50. $75.00 El precio actual es: $75.00.,75.0,65.75,387.29,1310.66,56.69,https://mtec-ec.com/producto/redragon-otiim-magnetic-k729-teclado-gamer-ultramag/,2026-06-30,2026-08-05
MTEC,Ecuador,USD,PERIFERICO,Redragon Flekact Pro K708GF RGB PRO Teclado,redragon teclado k708gf,$93.50 El precio original era: $93.50. $85.00 El precio actual es: $85.00.,85.0,74.52,438.93,1485.41,64.25,https://mtec-ec.com/producto/redragon-flekact-pro-k708gf-rgb-pro-teclado-inalambrico/,2026-06-30,2026-08-05
MTEC,Ecuador,USD,PERIFERICO,Redragon Kumara K552 Teclado Mecánico,redragon teclado k552,$55.00 El precio original era: $55.00. $50.00 El precio actual es: $50.00.,50.0,43.84,258.2,873.77,37.79,https://mtec-ec.com/producto/redragon-kumara-k552-teclado-mecanico/,2026-06-30,2026-08-05
MTEC,Ecuador,USD,PERIFERICO,Redragon Ucal Pro K673 Anime Teclado 75% Wireless,redragon teclado k673,$77.00 El precio original era: $77.00. $70.00 El precio actual es: $70.00.,70.0,61.37,361.47,1223.28,52.91,https://mtec-ec.com/producto/redragon-ucal-pro-k673-anime-teclado-75-wireless/,2026-06-30,2026-08-05
MTEC,Ecuador,USD,PERIFERICO,Redragon Olaf K648GG RGB Teclado Gamer Wireless 94 Teclas,redragon teclado k648gg,$104.50 El precio original era: $104.50. $95.00 El precio actual es: $95.00.,95.0,83.29,490.57,1660.16,71.81,https://mtec-ec.com/producto/redragon-olaf-k648gg-rgb-teclado-gamer-wireless-94-teclas/,2026-06-30,2026-08-05
MTEC,Ecuador,USD,PERIFERICO,Redragon Eisa K686AK RGB PRO Teclado Gamer 90%,redragon teclado k686ak,$88.00 El precio original era: $88.00. $80.00 El precio actual es: $80.00.,80.0,70.14,413.11,1398.03,60.47,https://mtec-ec.com/producto/redragon-eisa-k686ak-rgb-pro-teclado-gamer-90/,2026-06-30,2026-08-05
MTEC,Ecuador,USD,PERIFERICO,Redragon Draconic K530 OG Teclado Gamer Wireless 60%,redragon teclado k530,$77.00 El precio original era: $77.00. $70.00 El precio actual es: $70.00.,70.0,61.37,361.47,1223.28,52.91,https://mtec-ec.com/producto/redragon-draconic-k530-og-teclado-gamer-wireless-60/,2026-06-30,2026-08-05
MTEC,Ecuador,USD,PERIFERICO,Redragon FIZZ PRO K616 RGB Teclado Wireless Blanco,redragon teclado k616,$49.50 El precio original era: $49.50. $45.00 El precio actual es: $45.00.,45.0,39.45,232.38,786.39,34.01,https://mtec-ec.com/producto/redragon-fizz-pro-k616-rgb-teclado-wireless-blanco/,2026-06-30,2026-08-05
MTEC,Ecuador,USD,PERIFERICO,Alcatroz X-Craft XC3000 Combo Teclado + Mouse,alcatroz combo xc3000,$14.29 El precio original era: $14.29. $13.00 El precio actual es: $13.00.,13.0,11.4,67.13,227.18,9.83,https://mtec-ec.com/producto/alcatroz-x-craft-xc3000-combo-gamer/,2026-06-30,2026-08-05
MTEC,Ecuador,USD,PERIFERICO,Armaggeddon MKA-7C Black Teclado Mecánico Linear,sin_clasificar,$30.80 El precio original era: $30.80. $28.00 El precio actual es: $28.00.,28.0,24.55,144.59,489.31,21.16,https://mtec-ec.com/producto/armaggeddon-mka-7c-psycheagle-teclado-mecanico-red-switch/,2026-06-30,2026-08-05
MTEC,Ecuador,USD,PERIFERICO,Genius Scorpion KM-GX6 Teclado+Mouse Combo Gamer,sin_clasificar,$19.80 El precio original era: $19.80. $18.00 El precio actual es: $18.00.,18.0,15.78,92.95,314.56,13.61,https://mtec-ec.com/producto/genius-scorpion-km-gx6-tecladomouse-combo-gamer/,2026-06-30,2026-08-05
MTEC,Ecuador,USD,PERIFERICO,Genius KM-160 Combo Teclado + Mouse USB,genius combo km-160,$13.20 El precio original era: $13.20. $12.00 El precio actual es: $12.00.,12.0,10.52,61.97,209.7,9.07,https://mtec-ec.com/producto/genius-km-160-combo-teclado-mouse-usb/,2026-06-30,2026-08-05
MTEC,Ecuador,USD,PERIFERICO,Thunderobot K104 Teclado Mecánico Red Switch,thunderobot teclado k104,$44.00 El precio original era: $44.00. $40.00 El precio actual es: $40.00.,40.0,35.07,206.56,699.02,30.23,https://mtec-ec.com/producto/thunderobot-k104-teclado-mecanico-red-switch/,2026-06-30,2026-08-05
MTEC,Ecuador,USD,PERIFERICO,Thunderobot KG3089C Teclado Negro Mecánico Blue Switch,thunderobot teclado kg3089c,$36.30 El precio original era: $36.30. $33.00 El precio actual es: $33.00.,33.0,28.93,170.41,576.69,24.94,https://mtec-ec.com/producto/thunderobot-kg3089c-teclado-negro-mecanico-blue-switch/,2026-06-30,2026-08-05
MTEC,Ecuador,USD,PERIFERICO,Redragon Aatrox M811 Rgb MMO Mouse 15 Botones,redragon mouse m811,$27.50 El precio original era: $27.50. $25.00 El precio actual es: $25.00.,25.0,21.92,129.1,436.88,18.9,https://mtec-ec.com/producto/redragon-aatrox-m811-rgb-mmo-mouse-15-botones/,2026-06-30,2026-08-05
MTEC,Ecuador,USD,PERIFERICO,Razer DeathAdder V2 X HyperSpeed Mouse Inalámbrico,sin_clasificar,$63.80 El precio original era: $63.80. $58.00 El precio actual es: $58.00.,58.0,50.85,299.51,1013.57,43.84,https://mtec-ec.com/producto/razer-deathadder-v2-x-hyperspeed-mouse-inalambrico/,2026-06-30,2026-08-05
MTEC,Ecuador,USD,PERIFERICO,Redragon Griffin M607 Mouse Gamer RGB 7200 DPI,redragon mouse m607,$19.80 El precio original era: $19.80. $18.00 El precio actual es: $18.00.,18.0,15.78,92.95,314.56,13.61,https://mtec-ec.com/producto/redragon-griffin-m607-mouse-gamer-rgb-7200-dpi/,2026-06-30,2026-08-05
MTEC,Ecuador,USD,PERIFERICO,Redragon K1ng M916 Ultra Mouse 8K Hz 30K Dpi,redragon mouse m916,$71.50 El precio original era: $71.50. $65.00 El precio actual es: $65.00.,65.0,56.99,335.65,1135.9,49.13,https://mtec-ec.com/producto/redragon-k1ng-m916-ultra-mouse-8k-hz-30k-dpi/,2026-06-30,2026-08-05
MTEC,Ecuador,USD,PERIFERICO,Cougar Minos NEO Mouse Gamer 6.2k DPI USB,sin_clasificar,$27.50 El precio original era: $27.50. $25.00 El precio actual es: $25.00.,25.0,21.92,129.1,436.88,18.9,https://mtec-ec.com/producto/cougar-minos-neo-mouse-gamer-6-2k-dpi-usb/,2026-06-30,2026-08-05
MTEC,Ecuador,USD,PERIFERICO,Genius Ergo 8350S Mouse Vertical Wireless,genius mouse 8350s,$19.80 El precio original era: $19.80. $18.00 El precio actual es: $18.00.,18.0,15.78,92.95,314.56,13.61,https://mtec-ec.com/producto/genius-ergo-8350s-mouse-vertical/,2026-06-30,2026-08-05
MTEC,Ecuador,USD,PERIFERICO,Logitech MX Vertical Mouse Ergonómico Vertical,sin_clasificar,$110.00 El precio original era: $110.00. $100.00 El precio actual es: $100.00.,100.0,87.67,516.39,1747.54,75.59,https://mtec-ec.com/producto/logitech-mx-vertical-mouse-ergonomico-vertical-2/,2026-06-30,2026-08-05
MTEC,Ecuador,USD,PERIFERICO,Logitech G203 RGB LightSync Mouse Gamer,logitech mouse g203,$27.50 El precio original era: $27.50. $25.00 El precio actual es: $25.00.,25.0,21.92,129.1,436.88,18.9,https://mtec-ec.com/producto/logitech-g203-prodigy-mouse-gamer/,2026-06-30,2026-08-05
MTEC,Ecuador,USD,PERIFERICO,Hyperx Pulsefire Core RGB Mouse Gamer,sin_clasificar,$27.99 El precio original era: $27.99. $24.99 El precio actual es: $24.99.,24.99,21.91,129.05,436.71,18.89,https://mtec-ec.com/producto/hyperx-pulsefire-core-rgb-mouse-gamer/,2026-06-30,2026-08-05
MTEC,Ecuador,USD,PERIFERICO,Cougar AirBlader Tournament Mouse Gamer 20k Dpi White,cougar mouse 20k,$65.99 El precio original era: $65.99. $59.99 El precio actual es: $59.99.,59.99,52.6,309.78,1048.35,45.34,https://mtec-ec.com/producto/cougar-airblader-tournament-mouse-gamer-20k-dpi-white/,2026-06-30,2026-08-05
MTEC,Ecuador,USD,PERIFERICO,Razer BlackShark V2 X Wh Headset Gamer,sin_clasificar,$77.00 El precio original era: $77.00. $70.00 El precio actual es: $70.00.,70.0,61.37,361.47,1223.28,52.91,https://mtec-ec.com/producto/razer-blackshark-v2-x-wh-headset-gamer/,2026-06-30,2026-08-05
MTEC,Ecuador,USD,PERIFERICO,Redragon Hylas H260 RGB Auriculares Gamer,redragon audifonos h260,$23.10 El precio original era: $23.10. $21.00 El precio actual es: $21.00.,21.0,18.41,108.44,366.98,15.87,https://mtec-ec.com/producto/redragon-hylas-h260-rgb-auriculares-gamer/,2026-06-30,2026-08-05
MTEC,Ecuador,USD,PERIFERICO,Armaggeddon Cosmic III Lite BK Auriculares Inalámbrico,sin_clasificar,$38.50 El precio original era: $38.50. $34.99 El precio actual es: $34.99.,34.99,30.68,180.68,611.46,26.45,https://mtec-ec.com/producto/armaggeddon-cosmic-iii-lite-bk-auriculares-inalambrico-copia/,2026-06-30,2026-08-05
NomadaWare,Ecuador,USD,CPU,PROCESADOR INTEL CORE ULTRA 5 250KF PLUS 5.3GHZ 22TOPS 18+18 LGA 1851,core ultra 5 250kf,$280.00,280.0,245.48,1445.89,4893.11,211.64,https://nomadaware.com.ec/producto/procesador-intel-core-ultra-5-250kf-plus-5-3ghz-22tops-1818-lga-1851/,2026-06-30,2026-08-05
NomadaWare,Ecuador,USD,CPU,PROCESADOR RYZEN 9 9950X3D2 5.6GHZ 16+32 AM5,ryzen 9 9950x3d2,$1290.00,1290.0,1130.98,6661.43,22543.27,975.07,https://nomadaware.com.ec/producto/procesador-ryzen-9-9950x3d2-5-6ghz-am5/,2026-06-30,2026-08-05
NomadaWare,Ecuador,USD,CPU,PROCESADOR INTEL I7 14700 5.4GHZ 20+28 LGA1700 14VA,sin_clasificar,$470.00,470.0,412.06,2427.03,8213.44,355.26,https://nomadaware.com.ec/producto/procesador-intel-core-i7-14700-5-4ghz/,2026-06-30,2026-08-05
NomadaWare,Ecuador,USD,CPU,PROCESADOR INTEL CORE ULTRA 5 225 4.9GHZ 19TOPS 10+10 LGA 1851,core ultra 5 225,$260.00,260.0,227.95,1342.61,4543.6,196.53,https://nomadaware.com.ec/producto/procesador-intel-core-ultra-5-225/,2026-06-30,2026-08-05
NomadaWare,Ecuador,USD,CPU,PROCESADOR AMD RYZEN 5 9600 5.2GHZ 6+12 AM5,ryzen 5 9600 5,$300.00,300.0,263.02,1549.17,5242.62,226.76,https://nomadaware.com.ec/producto/procesador-amd-ryzen-5-9600-am5/,2026-06-30,2026-08-05
NomadaWare,Ecuador,USD,CPU,PROCESADOR AMD RYZEN 9 5900XT 4.8GHZ 16+32 AM4,ryzen 9 5900xt,$490.00,490.0,429.6,2530.31,8562.95,370.38,https://nomadaware.com.ec/producto/procesador-amd-ryzen-9-5900xt-am4/,2026-06-30,2026-08-05
NomadaWare,Ecuador,USD,CPU,PROCESADOR AMD RYZEN 9 9900X3D 5.5GHZ 12+24 AM5,ryzen 9 9900x3d,$780.00,780.0,683.85,4027.84,13630.81,589.58,https://nomadaware.com.ec/producto/amd-ryzen-9-9900x3d-5-5ghz-am5/,2026-06-30,2026-08-05
NomadaWare,Ecuador,USD,CPU,PROCESADOR AMD RYZEN 9 9950X3D 5.7GHZ 16+32 AM5,ryzen 9 9950x3d,$950.00,950.0,832.89,4905.7,16601.63,718.08,https://nomadaware.com.ec/producto/amd-ryzen-9-9950x3d-5-7ghz-1632-am5/,2026-06-30,2026-08-05
NomadaWare,Ecuador,USD,CPU,PROCESADOR AMD RYZEN 7 8700F 5GHZ 8+16 AM5,ryzen 7 8700f,$300.00,300.0,263.02,1549.17,5242.62,226.76,https://nomadaware.com.ec/producto/amd-ryzen-7-8700f-5ghz-816-am5/,2026-06-30,2026-08-05
NomadaWare,Ecuador,USD,CPU,PROCESADOR INTEL CORE ULTRA 5 225F 4.9GHZ 19TOPS 10+10 LGA 1851,core ultra 5 225f,$230.00,230.0,201.65,1187.7,4019.34,173.85,https://nomadaware.com.ec/producto/intel-core-ultra-5-225f-lga-1851/,2026-06-30,2026-08-05
NomadaWare,Ecuador,USD,CPU,PROCESADOR INTEL CORE ULTRA 9 285K 5.7GHZ 36TOPS 24+24 LGA 1851,core ultra 9 285k,$820.00,820.0,718.92,4234.4,14329.83,619.81,https://nomadaware.com.ec/producto/procesador-intel-core-ultra-9-285k/,2026-06-30,2026-08-05
NomadaWare,Ecuador,USD,CPU,PROCESADOR AMD RYZEN 5 8400F 6+12 4.7GHZ,ryzen 5 8400f,$200.00,200.0,175.35,1032.78,3495.08,151.17,https://nomadaware.com.ec/producto/procesador-amd-ryzen-5-8400f-612-4-7ghz/,2026-06-30,2026-08-05
NomadaWare,Ecuador,USD,CPU,PROCESADOR INTEL CORE ULTRA 7 265KF 5.5GHZ 33TOPS 20+20 LGA 1851,core ultra 7 265kf,$430.00,430.0,376.99,2220.48,7514.42,325.02,https://nomadaware.com.ec/producto/procesador-intel-core-ultra-7-265kf/,2026-06-30,2026-08-05
NomadaWare,Ecuador,USD,CPU,PROCESADOR AMD RYZEN 9 9900X 5.6GHZ 12+24 AM5,ryzen 9 9900x,$550.00,550.0,482.2,2840.14,9611.47,415.73,https://nomadaware.com.ec/producto/procesador-amd-ryzen-9-9900x/,2026-06-30,2026-08-05
NomadaWare,Ecuador,USD,CPU,PROCESADOR AMD RYZEN 5 9600X 5.4GHZ 6+12 AM5,ryzen 5 9600x,$300.00,300.0,263.02,1549.17,5242.62,226.76,https://nomadaware.com.ec/producto/procesador-amd-ryzen-5-9600x-5-4ghz/,2026-06-30,2026-08-05
NomadaWare,Ecuador,USD,CPU,PROCESADOR AMD RYZEN 5 8500G RADEON 740M,ryzen 5 8500g,$180.00,180.0,157.81,929.5,3145.57,136.06,https://nomadaware.com.ec/producto/procesador-ryzen-5-8500g-radeon-740m/,2026-06-30,2026-08-05
NomadaWare,Ecuador,USD,CPU,PROCESADOR AMD RYZEN 7 8700G 8+16 5.1GHZ +RADEON 780M,ryzen 7 8700g,$300.00,300.0,263.02,1549.17,5242.62,226.76,https://nomadaware.com.ec/producto/amd-ryzen-7-8700g-5-1ghz-radeon-780m/,2026-06-30,2026-08-05
NomadaWare,Ecuador,USD,CPU,PROCESADOR AMD RYZEN 5 8600G 6+12 5.0GHZ +RADEON 760M,ryzen 5 8600g,$220.00,220.0,192.88,1136.06,3844.59,166.29,https://nomadaware.com.ec/producto/amd-ryzen-5-8600g-5-0ghz-radeon-760m/,2026-06-30,2026-08-05
NomadaWare,Ecuador,USD,CPU,PROCESADOR AMD RYZEN 7 7700 5.3GHZ 8+16 AM5,ryzen 7 7700 5,$390.00,390.0,341.92,2013.92,6815.41,294.79,https://nomadaware.com.ec/producto/procesador-amd-ryzen-7-7700-5-3ghz-am5/,2026-06-30,2026-08-05
NomadaWare,Ecuador,USD,GPU,TARJETA DE VIDEO ZOTAC AMP EXTREME INFINITY GEFORCE RTX 5080 16GB GDDR7,rtx 5080 16gb,$2357.50 El precio original era: $2357.50. $2049.99 El precio actual es: $2049.99.,2049.99,1797.29,10585.94,35824.4,1549.53,https://nomadaware.com.ec/producto/tarjeta-de-video-zotac-amp-extreme-infinity-geforce-rtx-5080-16gb-gddr7/,2026-06-30,2026-08-05
NomadaWare,Ecuador,USD,GPU,TARJETA DE VIDEO GIGABYTE EAGLE GEFORCE RTX 5060 8GB OC GDDR7,rtx 5060 8gb,$575.00 El precio original era: $575.00. $499.99 El precio actual es: $499.99.,499.99,438.36,2581.9,8737.53,377.93,https://nomadaware.com.ec/producto/tarjeta-de-video-gigabyte-eagle-geforce-rtx-5060-8gb-oc-gddr7/,2026-06-30,2026-08-05
NomadaWare,Ecuador,USD,GPU,TARJETA DE VIDEO GIGABYTE EAGLE ICE GEFORCE RTX 5060 8GB OC GDDR7,rtx 5060 8gb,$586.50 El precio original era: $586.50. $509.99 El precio actual es: $509.99.,509.99,447.12,2633.54,8912.28,385.49,https://nomadaware.com.ec/producto/tarjeta-de-video-gigabyte-eagle-ice-geforce-rtx-5060-8gb-oc-gddr7/,2026-06-30,2026-08-05
NomadaWare,Ecuador,USD,GPU,TARJETA DE VIDEO GIGABYTE WINDFORCE V2 GEFORCE RTX 5050 8GB OC GDDR6,rtx 5050 8gb,$483.00 El precio original era: $483.00. $419.99 El precio actual es: $419.99.,419.99,368.22,2168.79,7339.49,317.46,https://nomadaware.com.ec/producto/tarjeta-de-video-gigabyte-windforce-v2-geforce-rtx-5050-8gb-oc-gddr6/,2026-06-30,2026-08-05
NomadaWare,Ecuador,USD,GPU,TARJETA DE VIDEO ASUS DUAL EVO GEFORCE RTX 5060 TI 16GB OC,rtx 5060 ti 16gb,$885.50 El precio original era: $885.50. $769.99 El precio actual es: $769.99.,769.99,675.07,3976.15,13455.88,582.01,https://nomadaware.com.ec/producto/asus-dual-evo-geforce-rtx-5060-ti-16gb/,2026-06-30,2026-08-05
NomadaWare,Ecuador,USD,GPU,TARJETA DE VIDEO ZOTAC AMP EXTREME INFINITY GEFORCE RTX 5090 32GB GDDR7,rtx 5090 32gb,$4588.50 El precio original era: $4588.50. $3989.99 El precio actual es: $3989.99.,3989.99,3498.14,20603.91,69726.67,3015.91,https://nomadaware.com.ec/producto/zotac-amp-extreme-infinity-rtx-5090-32g/,2026-06-30,2026-08-05
NomadaWare,Ecuador,USD,GPU,TARJETA DE VIDEO MSI LIGHTNING Z GEFORCE RTX 5090 32GB GDDR7,rtx 5090 32gb,$8038.50 El precio original era: $8038.50. $6989.99 El precio actual es: $6989.99.,6989.99,6128.33,36095.61,122152.87,5283.52,https://nomadaware.com.ec/producto/msi-geforce-rtx-5090-32g-lightning-z/,2026-06-30,2026-08-05
NomadaWare,Ecuador,USD,GPU,TARJETA DE VIDEO XFX SWIFT AMD RADEON RX 9070 XT 16GB GDDR6,rx 9070 xt,$1322.50 El precio original era: $1322.50. $1149.99 El precio actual es: $1149.99.,1149.99,1008.23,5938.43,20096.54,869.24,https://nomadaware.com.ec/producto/xfx-swift-amd-radeon-rx-9070-xt-16gb/,2026-06-30,2026-08-05
NomadaWare,Ecuador,USD,GPU,TARJETA DE VIDEO XFX SWIFT WHITE RADEON RX 9060 XT 16GB OC GDDR6,rx 9060 xt,$805.00 El precio original era: $805.00. $699.99 El precio actual es: $699.99.,699.99,613.7,3614.68,12232.61,529.1,https://nomadaware.com.ec/producto/xfx-swift-amd-radeon-rx-9060-xt-16gb-oc-wh/,2026-06-30,2026-08-05
NomadaWare,Ecuador,USD,GPU,TARJETA DE VIDEO XFX SWIFT AMD RADEON RX 9060 XT 16GB OC GDDR6,rx 9060 xt,$793.50 El precio original era: $793.50. $689.99 El precio actual es: $689.99.,689.99,604.93,3563.04,12057.85,521.54,https://nomadaware.com.ec/producto/xfx-swift-amd-radeon-rx-9060-xt-16gb-oc/,2026-06-30,2026-08-05
NomadaWare,Ecuador,USD,GPU,TARJETA DE VIDEO MSI GAMING TRIO WHITE GEFORCE RTX 5080 16GB OC GDDR7,rtx 5080 16gb,$2415.00 El precio original era: $2415.00. $2099.99 El precio actual es: $2099.99.,2099.99,1841.12,10844.14,36698.17,1587.32,https://nomadaware.com.ec/producto/msi-gaming-trio-white-geforce-rtx-5080-16gb-oc-gddr7/,2026-06-30,2026-08-05
NomadaWare,Ecuador,USD,GPU,TARJETA DE VIDEO MSI CYCLONE GEFORCE RTX 5060 8GB OC GDDR7,rtx 5060 8gb,$552.00 El precio original era: $552.00. $479.99 El precio actual es: $479.99.,479.99,420.82,2478.62,8388.02,362.81,https://nomadaware.com.ec/producto/msi-cyclone-geforce-rtx-5060-8gb-oc/,2026-06-30,2026-08-05
NomadaWare,Ecuador,USD,GPU,TARJETA DE VIDEO ZOTAC TWIN EDGE NVIDIA RTX 5050 8GB OC GDDR6,rtx 5050 8gb,$460.00 El precio original era: $460.00. $399.99 El precio actual es: $399.99.,399.99,350.68,2065.51,6989.99,302.34,https://nomadaware.com.ec/producto/zotac-rtx-5050-8gb-edge-oc-gddr6/,2026-06-30,2026-08-05
NomadaWare,Ecuador,USD,GPU,TARJETA DE VIDEO ASUS DUAL GEFORCE RTX 5050 8GB GDDR6 OC,rtx 5050 8gb,$471.50 El precio original era: $471.50. $409.99 El precio actual es: $409.99.,409.99,359.45,2117.15,7164.74,309.9,https://nomadaware.com.ec/producto/tarjeta-de-video-asus-dual-nvidia-rtx-5050-8gb-gddr6-oc/,2026-06-30,2026-08-05
NomadaWare,Ecuador,USD,GPU,TARJETA DE VIDEO ASROCK STEEL LEGEND AMD RADEON RX 9060 XT 8GB OC GDDR6,rx 9060 xt,$598.00 El precio original era: $598.00. $519.99 El precio actual es: $519.99.,519.99,455.89,2685.18,9087.03,393.04,https://nomadaware.com.ec/producto/tarjeta-de-video-asrock-steel-legend-amd-radeon-rx-9060-xt-8gb-oc-gddr6/,2026-06-30,2026-08-05
NomadaWare,Ecuador,USD,GPU,TARJETA DE VIDEO ASUS PRIME GEFORCE RTX 5070 12GB OC GDDR7,rtx 5070 12gb,$1092.50 El precio original era: $1092.50. $949.99 El precio actual es: $949.99.,949.99,832.88,4905.65,16601.46,718.07,https://nomadaware.com.ec/producto/tarjeta-de-video-asus-prime-rtx-5070-12gb-oc-gddr7/,2026-06-30,2026-08-05
NomadaWare,Ecuador,USD,GPU,TARJETA DE VIDEO MSI VENTUS 3X GEFORCE RTX 5060 8GB OC GDDR7,rtx 5060 8gb,$598.00 El precio original era: $598.00. $519.99 El precio actual es: $519.99.,519.99,455.89,2685.18,9087.03,393.04,https://nomadaware.com.ec/producto/tarjeta-de-video-msi-ventus-3x-nvidia-rtx-5060-8gb-oc-gddr7/,2026-06-30,2026-08-05
